guid,user_dirs,lite_or_pro,projects_count,sessions_count,active_days,first_activity,last_activity,inactive_hours_till_2026_02_24_end,left_more_than_1_day,top_sites,top_themes,main_operations,edit_versions_avg,unique_action_pairs,top_error_category,top_error_count,last_error_category,last_error_time,stop_points,level,confidence_pct,score,occupation_in_zennoposter,what_works,what_not_works,characteristic
70ab17d6-d0f3-4c5b-9dd3-92492e6e7ed3,User 307,pro,1,1,1,2026-02-23 08:47:25,2026-02-23 09:13:57.753341,38.8,yes,app.decibel.trade,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",2.00,20,—,0,—,,без явного стоп-фактора,новичок,69.5,4.95,Регистрация/аккаунты; чаще работает с сайтами: app.decibel.trade,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: app.decibel.trade. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
be8bc700-1083-46e0-868d-bcf05fa63d18,User 309,lite,1,1,1,2026-02-19 17:33:23,2026-02-19 17:37:00,126.4,yes,"rc.zennoposter.com, alfaleasing.ru",Регистрация/аккаунты,"Навигация по сайтам, Прокси/профили/эмуляция",6.00,2,—,0,—,,без явного стоп-фактора,новичок,69.5,2.15,"Регистрация/аккаунты; чаще работает с сайтами: rc.zennoposter.com, alfaleasing.ru",работает с прокси/профилями,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: rc.zennoposter.com, alfaleasing.ru. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
8ca5c9a4-9999-4d0f-a428-081ad0384cd9,User 31,pro,1,2,2,2026-02-17 19:00:00,2026-02-20 17:00:23.142577,103.0,yes,,Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets, Парсинг/валидация",14.00,17,—,0,—,,итеративная отладка/стабильность,средний,60.2,7.85,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
3e77baef-efb7-418c-b97c-e2c6a0d47da7,User 311,lite,1,1,1,2026-02-19 01:31:07,2026-02-19 04:57:52.917815,139.0,yes,google.com,Регистрация/аккаунты,"Навигация по сайтам, Прокси/профили/эмуляция, Формы/клики/DOM, Логика/ретраи",6.00,6,—,0,—,,без явного стоп-фактора,новичок,69.5,2.55,Регистрация/аккаунты; чаще работает с сайтами: google.com,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: google.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
0948c31c-8abc-45e5-a588-86eeeb5be09a,User 312,pro,1,1,1,2026-02-19 22:00:32,2026-02-19 22:28:42,121.5,yes,"app.galxe.com, galxe.io",Соцсети,Формы/клики/DOM,2.00,4,—,0,—,,без явного стоп-фактора,новичок,69.5,1.55,"Соцсети; чаще работает с сайтами: app.galxe.com, galxe.io",уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: app.galxe.com, galxe.io. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
7bcde865-b70e-48fc-bdd7-64afd1230330,User 315,pro,1,3,3,2026-02-22 08:39:21.198382,2026-02-24 14:11:00,9.8,no,nextdoor.com,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",58.00,19,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",1,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",средний,60.5,8.25,Регистрация/аккаунты; чаще работает с сайтами: nextdoor.com,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,"чаще всего стопорится на: выполнение действия htmlelement id: <id> группы действий id: <id> не найден html элемент, по условиям поиска","Занимается: Регистрация/аккаунты. Основные сайты: nextdoor.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
cfc640cd-f567-4c6a-b444-0f71d68c1a19,User 318,pro,1,3,5,2026-02-17 04:07:00,2026-02-24 04:36:00,19.4,no,,Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",3.00,8,—,0,—,,без явного стоп-фактора,новичок,75.5,3.15,Лидогенерация/арбитраж; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Лидогенерация/арбитраж. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
26a922e7-a561-4c1f-9d5f-22b9c671b5d1,"User 321, User 640",pro,1,2,3,2026-02-17 17:01:20,2026-02-21 13:21:21.738578,82.6,yes,"facebook.com, auth.openai.com",Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",20.00,32,—,0,—,,итеративная отладка/стабильность,продвинутый,67.5,11.75,"Соцсети; чаще работает с сайтами: facebook.com, auth.openai.com",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: facebook.com, auth.openai.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
4899d911-bee6-4595-9bd1-81b47e9bbcc8,User 329,pro,1,6,2,2026-02-23 10:43:00,2026-02-24 21:40:00,2.3,no,"app.decibel.trade, 2ip.ru",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",24.00,21,—,0,—,,итеративная отладка/стабильность,продвинутый,72.8,10.25,"Регистрация/аккаунты; чаще работает с сайтами: app.decibel.trade, 2ip.ru",работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: app.decibel.trade, 2ip.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
79f594b5-cc37-4d81-9edb-67284a8d5afb,User 33,lite,1,6,5,2026-02-18 20:49:47,2026-02-23 14:39:30.799798,33.3,yes,"mexc.com, telegram.org, rc.zennoposter.com",Регистрация/аккаунты,"Прокси/профили/эмуляция, HTTP/API запросы, Навигация по сайтам, Таблицы/Google Sheets",57.00,23,—,0,—,,итеративная отладка/стабильность,продвинутый,78.2,11.05,"Регистрация/аккаунты; чаще работает с сайтами: mexc.com, telegram.org, rc.zennoposter.com",работает с прокси/профилями; подключает API/HTTP; ведет учет в таблицах,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: mexc.com, telegram.org, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
6bf593c1-1f08-4f92-832f-16692468fba6,User 330,lite,1,6,2,2026-02-22 15:23:33.193887,2026-02-23 21:45:00,26.2,yes,arb.pubpower.io,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",11.00,26,—,0,—,,итеративная отладка/стабильность,средний,68.8,8.35,Регистрация/аккаунты; чаще работает с сайтами: arb.pubpower.io,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: arb.pubpower.io. Стиль: точечно, небольшим числом проектов. Уровень: средний."
7be2360e-39bd-45c8-a368-5b8f42a0317b,User 334,pro,1,2,2,2026-02-22 17:37:00,2026-02-23 21:14:00,26.8,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",2.00,7,—,0,—,,без явного стоп-фактора,новичок,72.5,2.65,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
ff8b8f31-36a9-4302-8998-81c72ef07196,User 337,pro,1,3,1,2026-02-17 00:37:00,2026-02-17 02:54:29,189.1,yes,google.com,Соцсети,"HTTP/API запросы, Прокси/профили/эмуляция, Логика/ретраи",4.00,14,—,0,—,,без явного стоп-фактора,средний,56.5,5.15,Соцсети; чаще работает с сайтами: google.com,работает с прокси/профилями; подключает API/HTTP,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: google.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
bc4f981c-d7f6-480b-b521-0c17e21a0457,User 341,pro,1,5,2,2026-02-19 15:02:00,2026-02-22 21:53:00,50.1,yes,,Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция",34.00,23,—,0,—,,итеративная отладка/стабильность,продвинутый,77.8,11.45,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
0c5d5595-716a-43a5-96ba-a193b594c661,User 348,lite,1,1,1,2026-02-23 19:38:36,2026-02-23 19:41:00,28.3,yes,"iskills.com, google.com, app.iskills.com, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",15.00,4,—,0,—,,итеративная отладка/стабильность,новичок,69.5,4.75,"Регистрация/аккаунты; чаще работает с сайтами: iskills.com, google.com, app.iskills.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: iskills.com, google.com, app.iskills.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
3158fa78-8f45-49dc-a35c-8581efeff749,User 352,lite,1,1,1,2026-02-21 17:55:49,2026-02-21 18:06:14,77.9,yes,"daraz.pk, trends.google.com, google.com, rc.zennoposter.com",Регистрация/аккаунты,"Прокси/профили/эмуляция, Навигация по сайтам, Формы/клики/DOM",16.00,4,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,2,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,новичок,69.5,4.95,"Регистрация/аккаунты; чаще работает с сайтами: daraz.pk, trends.google.com, google.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: running htmlelement action id: <id> action group id: <id> an html element matching the search criteria hasn't been found,"Занимается: Регистрация/аккаунты. Основные сайты: daraz.pk, trends.google.com, google.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
87dd7ace-adce-4ce6-a956-ba91a5e86d32,User 356,pro,1,5,5,2026-02-17 13:20:36,2026-02-24 12:53:59,11.1,no,"printables.com, turbosquid.com, sketchfab.com, squid.io, epicgames.com",Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",39.00,49,—,0,—,,итеративная отладка/стабильность,профессионал,61.8,14.05,"Соцсети; чаще работает с сайтами: printables.com, turbosquid.com, sketchfab.com",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: printables.com, turbosquid.com, sketchfab.com. Стиль: точечно, небольшим числом проектов. Уровень: профессионал."
8baa5148-9226-4ed8-a5e6-f6ce98fad2d2,User 359,pro,1,1,3,2026-02-20 17:34:00,2026-02-24 20:13:11.467825,3.8,no,"whoer.net, 2ip.ru, appointment.blsspainbelarus.by, 29a1975e0c489a.lhr.life, myip.ru",Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",21.00,39,Выполнение действия Http id: <id> группы действий id: <id> Превышен таймаут ResourceDownloader.GetResult. | System.Exception: Превышен тайма,1,Выполнение действия Http id: <id> группы действий id: <id> Превышен таймаут ResourceDownloader.GetResult. | System.Exception: Превышен тайма,2026-02-24 20:11:18.046392,Выполнение действия Http id: <id> группы действий id: <id> Превышен таймаут ResourceDownloader.GetResult. | System.Exception: Превышен тайма,продвинутый,61.2,12.25,"Соцсети; чаще работает с сайтами: whoer.net, 2ip.ru, appointment.blsspainbelarus.by",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: выполнение действия http id: <id> группы действий id: <id> превышен таймаут resourcedownloader.getresult. | system.exception: превышен тайма,"Занимается: Соцсети. Основные сайты: whoer.net, 2ip.ru, appointment.blsspainbelarus.by. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
fc8ad3f8-2239-4c06-8bc9-9f38f3acf966,User 367,pro,1,1,1,2026-02-19 10:15:08,2026-02-19 10:36:10.138445,133.4,yes,nv-lab.ru,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Таблицы/Google Sheets",44.00,12,—,0,—,,итеративная отладка/стабильность,средний,61.8,7.15,Регистрация/аккаунты; чаще работает с сайтами: nv-lab.ru,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: nv-lab.ru. Стиль: точечно, небольшим числом проектов. Уровень: средний."
9735bc37-6952-4aa1-b50b-3600ca1e11b4,User 373,pro,1,2,1,2026-02-24 12:57:55.272402,2026-02-24 19:27:00,4.5,no,mail.google.com,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",6.00,20,—,0,—,,без явного стоп-фактора,средний,64.8,7.15,Регистрация/аккаунты; чаще работает с сайтами: mail.google.com,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: mail.google.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
f4d095b4-2968-46e7-b9ef-ce0ed03c03ba,User 375,lite,1,1,2,2026-02-18 19:36:13.957401,2026-02-19 09:09:09.092542,134.8,yes,,Регистрация/аккаунты,"Прочие действия, Прокси/профили/эмуляция",5.00,3,—,0,—,,без явного стоп-фактора,новичок,69.5,2.65,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
51cc8e22-0441-4185-8616-f3feff62b73b,User 386,lite,1,1,1,2026-02-19 11:38:08,2026-02-19 16:02:28,128.0,yes,"arb.pubpower.io, accounts.google.com, mail.google.com, rc.zennoposter.com, api-aff.pubpower.io",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",6.00,25,—,0,—,,без явного стоп-фактора,средний,53.8,5.65,"Регистрация/аккаунты; чаще работает с сайтами: arb.pubpower.io, accounts.google.com, mail.google.com",работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: arb.pubpower.io, accounts.google.com, mail.google.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
3ff218ca-801f-4aee-a14e-60f5bded70bd,User 396,pro,1,6,3,2026-02-17 09:26:00,2026-02-24 10:04:00,13.9,no,,Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция",3.00,20,—,0,—,,без явного стоп-фактора,средний,72.2,6.15,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; подключает API/HTTP; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
5c18c3b9-8349-48c0-8cc5-7c702788efb9,User 398,lite,1,6,4,2026-02-17 19:31:20.318536,2026-02-22 00:01:12,72.0,yes,"tiktok.com, browserscan.net",Соцсети,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи, Парсинг/валидация",55.00,35,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",3,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",продвинутый,76.2,12.25,"Соцсети; чаще работает с сайтами: tiktok.com, browserscan.net",уверенно автоматизирует формы и DOM-события,"чаще всего стопорится на: выполнение действия htmlelement id: <id> группы действий id: <id> не найден html элемент, по условиям поиска","Занимается: Соцсети. Основные сайты: tiktok.com, browserscan.net. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
50933f8b-ba65-48ba-ad59-f7a2cd918415,User 4,pro,1,2,1,2026-02-20 13:01:00,2026-02-20 20:08:15,99.9,yes,"accounts.google.com, myaccount.google.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",27.00,25,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,1,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,продвинутый,66.2,11.05,"Регистрация/аккаунты; чаще работает с сайтами: accounts.google.com, myaccount.google.com",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: running htmlelement action id: <id> action group id: <id> an html element matching the search criteria hasn't been found,"Занимается: Регистрация/аккаунты. Основные сайты: accounts.google.com, myaccount.google.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
399907c0-b3b9-4bc5-8c58-69ac505e7854,User 40,lite,1,2,1,2026-02-22 09:11:00,2026-02-22 10:16:52.552617,61.7,yes,"ru.wikipedia.org, auth.wikimedia.org",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прочие действия",10.00,4,—,0,—,,итеративная отладка/стабильность,новичок,72.5,3.95,"Регистрация/аккаунты; чаще работает с сайтами: ru.wikipedia.org, auth.wikimedia.org",уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: ru.wikipedia.org, auth.wikimedia.org. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
d55b379d-883f-48df-9b07-cc3b13fb9c17,User 407,pro,1,1,1,2026-02-24 08:03:24.532318,2026-02-24 08:36:38.746796,15.4,no,,Служебная автоматизация,"Прочие действия, Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",5.00,19,Null reference,2,Null reference,2026-02-24 08:36:38.746796,Null reference,новичок,69.5,4.25,Служебная автоматизация; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: null reference,"Занимается: Служебная автоматизация. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
11bb4e38-4343-479a-8eb7-96ecdd035d3c,User 412,pro,1,1,1,2026-02-18 08:51:00,2026-02-18 09:42:12.940817,158.3,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",15.00,27,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.E,2,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.E,,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.E,продвинутый,52.5,9.45,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: выполнение действия javascript owncode id: <id> группы действий id: <id> cdpdocument.evaluatescript failed | system.exception: cdpdocument.e,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
9416431f-e90f-40e8-b23c-b9d7457d539b,User 413,pro,1,2,2,2026-02-17 13:15:28.938259,2026-02-22 04:55:00,67.1,yes,auth.openai.com,Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",7.00,39,—,0,—,,без явного стоп-фактора,продвинутый,54.2,9.25,Соцсети; чаще работает с сайтами: auth.openai.com,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: auth.openai.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
4f281ecb-819b-4f17-bcab-b6619caaff41,User 423,pro,1,1,1,2026-02-19 11:52:58.035748,2026-02-19 11:57:00,132.0,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",1.00,22,Access denied,1,Access denied,2026-02-19 11:56:15.145597,Access denied,средний,57.2,6.15,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: access denied,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
1ace87f1-d845-434d-8ffb-017c5de49f22,User 424,lite,1,2,2,2026-02-21 17:16:52.674993,2026-02-24 16:59:29,7.0,no,"ru.wikipedia.org, dzen.ru, auth.wikimedia.org",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прочие действия",6.00,5,—,0,—,,без явного стоп-фактора,новичок,72.5,2.65,"Регистрация/аккаунты; чаще работает с сайтами: ru.wikipedia.org, dzen.ru, auth.wikimedia.org",уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: ru.wikipedia.org, dzen.ru, auth.wikimedia.org. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
a6b35751-8145-4b7c-9b5d-457ebe835891,User 427,lite,1,1,1,2026-02-24 09:08:00,2026-02-24 11:23:00.553076,12.6,no,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",28.00,23,—,0,—,,итеративная отладка/стабильность,продвинутый,56.5,10.05,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
87d0e163-57e4-4a83-8e18-088a54108343,User 429,pro,1,6,5,2026-02-16 17:48:55,2026-02-22 22:21:53,49.6,yes,"ups.com, id.ups.com, google.com",Соцсети,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",95.00,32,—,0,—,,итеративная отладка/стабильность,продвинутый,78.2,11.95,"Соцсети; чаще работает с сайтами: ups.com, id.ups.com, google.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: ups.com, id.ups.com, google.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
dc187adf-f5c7-41d9-abc3-45e0299bc1c7,User 434,pro,1,1,3,2026-02-22 18:54:43,2026-02-24 18:12:43,5.8,no,wise.com,Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",10.00,50,—,0,—,,итеративная отладка/стабильность,продвинутый,65.2,11.35,Лидогенерация/арбитраж; чаще работает с сайтами: wise.com,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Лидогенерация/арбитраж. Основные сайты: wise.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
6e7d98d5-39a2-4d3a-b17d-eb547a51e7d6,User 435,lite,1,1,1,2026-02-24 13:12:00,2026-02-24 13:30:12.107223,10.5,no,,Регистрация/аккаунты,Навигация по сайтам,16.00,1,Null reference,1,Null reference,,Null reference,новичок,69.5,4.65,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,чаще всего стопорится на: null reference,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
36c4ed79-14e1-44b2-b7f4-d3acb6b04066,User 441,pro,1,1,1,2026-02-24 12:27:00,2026-02-24 16:09:34.681685,7.8,no,yandex.ru,Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",40.00,54,—,0,—,,итеративная отладка/стабильность,продвинутый,53.8,13.35,Лидогенерация/арбитраж; чаще работает с сайтами: yandex.ru,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Лидогенерация/арбитраж. Основные сайты: yandex.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
82dd70d0-ac70-401d-b537-b2e81933c144,User 442,pro,1,1,1,2026-02-23 23:19:41,2026-02-23 23:20:04,24.7,yes,hackingcameras.net,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",6.00,29,—,0,—,,без явного стоп-фактора,средний,61.2,7.25,Регистрация/аккаунты; чаще работает с сайтами: hackingcameras.net,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: hackingcameras.net. Стиль: точечно, небольшим числом проектов. Уровень: средний."
6bb0a11b-8594-4d55-a266-8588e14c96ce,User 445,pro,1,1,1,2026-02-24 20:18:00,2026-02-24 20:27:59,3.5,no,"x5club.ru, id.x5.ru",Служебная автоматизация,Прочие действия,0.00,0,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",1,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",новичок,69.5,0.75,"Служебная автоматизация; чаще работает с сайтами: x5club.ru, id.x5.ru",делает базовые сценарии навигации,"чаще всего стопорится на: выполнение действия htmlelement id: <id> группы действий id: <id> не найден html элемент, по условиям поиска","Занимается: Служебная автоматизация. Основные сайты: x5club.ru, id.x5.ru. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
