domain,users_count,projects_count,what_users_do,top_themes
meatthegreek.online-karte.com,1,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
pjrpizzeria.online-karte.com,1,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
login.riverty.com,1,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
apidocs.bitrix24.ru,1,2,"HTTP/API запросы, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
duckduckgo.com,1,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
glavcom.ua,1,2,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
web.rms.d2c.r-one.io,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
crm.multi-net.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
mail.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
ru.pinterest.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
my.adcombo.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
gate.decodo.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
auth.cex.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
res-unlimited-9b50b01a.plainproxies.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
account.uber.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
ubereats.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
drivers.uber.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
auth.uber.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
band.link,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
dc39.ibaldr.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
prnews.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
live.vkvideo.ru,1,1,"Навигация по сайтам, Прокси/профили/эмуляция",Регистрация/аккаунты
app.livestorm.co,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
taplink.cc,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
taplink.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
hashnode.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
foriio.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
tapas.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
tripadvisor.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
dynamic-media-cdn.tripadvisor.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
leetchi.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
tawk.to,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
dashboard.tawk.to,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
ozbargain.com.au,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
4pda.to,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
minds.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
static.camp-fire.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
camp-fire.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
lit.link,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
vokez.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
reactormag.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
f6s.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
gis-lab.info,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
auth.user.ameba.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
ameba.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
profile.ameba.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
kadka.net,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
static.4shared.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
4shared.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
hatena.ne.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
profile.hatena.ne.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
cdn.profile-image.st-hatena.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
neuro-holst.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
slideshare.net,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
styles.redditmedia.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
potofu.me,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
custom.domain,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
global.cdek.ru,1,1,"Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
djinn.ru,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
lovescout24.de,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
the-internet.herokuapp.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
bankofamerica.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
sushi.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
translate.yandex.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
local.adspower.net,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
5.45.72.7,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
liveinternet.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
api.sms-activate.org,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
dofus.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
account.ankama.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
212.114.18.206,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
bee-mails.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
mirror.bullshit.agency,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",E-commerce/маркетплейсы
ru.vectorizer.ai,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
172.120.190.120,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
ru.cedarlakeventures.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
bestinsuranceinfomethod.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
filelu.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
animevice.fandom.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
api.geoapify.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
1.plcaeaws.beget.tech,1,1,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
yell.ru,1,1,"Навигация по сайтам, Прокси/профили/эмуляция, Логика/ретраи",Соцсети
95.31.205.127,1,1,"Навигация по сайтам, Прокси/профили/эмуляция, Логика/ретраи",Соцсети
dc44.ibaldr.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
213.21.50.171,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
185.81.146.203,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Соцсети
45.141.198.55,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Соцсети
calling.web.skype.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
secure.skype.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
forum.deagostini.ru,1,1,Навигация по сайтам,Регистрация/аккаунты
custom.transaction,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
js-agent.newrelic.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
dreamjob.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
google-analytics.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
bitrix24.oblik.agency,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
prodoctorov.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
app.medtochka.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
vrachi-goroda.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
spb.docdoc.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
career.habr.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
connect.ok.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
account.habr.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
habr.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
autotracs.com,1,1,"Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
my.freenom.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
admin.google.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
epicedgeai.com,1,1,"Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
yfkiz.com,1,1,"Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
allpathz.com,1,1,"Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
93.189.231.139,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
31.207.76.62,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
82.202.129.63,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
193.168.48.21,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
46.173.24.14,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
31.128.46.154,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
45.12.236.61,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
31.129.106.217,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
first.pashae4z.beget.tech,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
digikey.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
gift-satellite.dev,1,1,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Соцсети
funko.com,1,1,Навигация по сайтам,Регистрация/аккаунты
psinaarbar.nl,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
vampirgb.netmarble.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
170.168.250.36,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
sgimage.netmarble.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
api2.amplitude.com,1,1,"Навигация по сайтам, HTTP/API запросы, Логика/ретраи",Регистрация/аккаунты
app.talkshoe.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
numlex.bs00.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
vulkan777kasino.biz,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
myminifactory.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
my.sandbox.billit.be,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
pb.nalog.ru,1,1,Таблицы/Google Sheets,Регистрация/аккаунты
pageviews-generator.thesocialaudience.workers.dev,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
hinative.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
gettr.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
goodreads.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
mypage.blogmura.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
tempinbox.xyz,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
fitocracy.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
blogmura.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
anonup.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
energy-systems1.livejournal.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
blogger.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
dtf.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
pabliko.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
testnet.pharosnetwork.xyz,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
api.anti-captcha.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
mobile.twitter.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
api.nextcaptcha.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
5.161.22.120,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
192.46.212.25,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
84.54.30.86,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
gift-lab.jp,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
fast.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
api.templook.store,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
45.15.73.143,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
95.182.127.230,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
45.15.72.87,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
185.181.245.244,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
109.248.54.54,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
185.181.246.117,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
194.34.248.130,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
5.183.130.166,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
ru.xterium.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
en.xterium.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
woa.xterium.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
46.8.22.180,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
188.130.143.133,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
188.130.142.174,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
194.32.229.62,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
45.84.176.114,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
188.130.187.79,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
46.8.23.180,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
fragment.com,1,1,"Навигация по сайтам, Прокси/профили/эмуляция",Регистрация/аккаунты
krasnoyarsk.erobodio.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
renta76.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
mr-bc-link.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
faucet.circle.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
bridge.arbitrum.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
omni.testnet.variational.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
unlock3d.t3rn.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
variational.io,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
testnetbridge.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
infinityname.com,1,1,Логика/ретраи,Лидогенерация/арбитраж
bridge-giwa.vercel.app,1,1,Логика/ретраи,Лидогенерация/арбитраж
nfts2me.com,1,1,Логика/ретраи,Лидогенерация/арбитраж
watchoor.xyz,1,1,Логика/ретраи,Лидогенерация/арбитраж
drive-thirdparty.googleusercontent.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
l2.io,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
alfaleasing.ru,1,1,"Навигация по сайтам, Прокси/профили/эмуляция",Регистрация/аккаунты
coingecko.com,1,1,Формы/клики/DOM,Соцсети
ssxayhlswkclenokvyra.supabase.co,1,1,Формы/клики/DOM,Соцсети
kingsgambit.fun,1,1,Формы/клики/DOM,Соцсети
smartcaptcha.yandexcloud.net,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Соцсети
fb.com,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Лидогенерация/арбитраж
pl.resocks.net,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Лидогенерация/арбитраж
poczta.interia.pl,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Лидогенерация/арбитраж
larion.top,1,1,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Лидогенерация/арбитраж
dribbble.com,1,1,"Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
site2.com,1,1,"Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
unpkg.com,1,1,"Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
ozon.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
trk.paracaramel.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Лидогенерация/арбитраж
enroll.myscoreiq.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
gosearchvideo.online,1,1,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
185.130.104.138,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
informatics.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
our-time.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
tdoc.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
mitu.institute,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
app.surutto-qrtto.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
app.iskills.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
laqz3clk.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Лидогенерация/арбитраж
dhsvx.xyz,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
nahjshb2.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
randomuseragents.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
auto366ad.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
epicgames.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
artstation.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
31.129.97.227,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
8767ca9dc6f370.lhr.life,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
appointment.blsspainrussia.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
my.leadmagnet.ru,1,1,"Навигация по сайтам, Формы/клики/DOM",Лидогенерация/арбитраж
dwusha.ru,1,1,"Навигация по сайтам, Формы/клики/DOM",Лидогенерация/арбитраж
chateagratis.net,1,1,"Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
dc1.ibaldr.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
delfi.lt,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
trends.google.pl,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
checkout-v2.paymongo.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Логика/ретраи",Регистрация/аккаунты
sportybet.co.za,1,1,Прочие действия,Регистрация/аккаунты
b2capi.sakeng.co.za,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
static-basket-02.wbbasket.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
seller.wildberries.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
b.dom-edinstva.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
181.215.184.96,1,1,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
65.108.12.231,1,1,"HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция",Регистрация/аккаунты
volvocars.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
cloud-api.yandex.net,1,1,"Формы/клики/DOM, Таблицы/Google Sheets, Парсинг/валидация",Лидогенерация/арбитраж
dados.ufc.br,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
boxargentique.fr,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
thumbtack.com,1,1,"Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",Регистрация/аккаунты
sms.myneogroup.space,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
mtsdengi.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
online.mtsdengi.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
ipvoid.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",E-commerce/маркетплейсы
proxy6.net,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",E-commerce/маркетплейсы
proiptest.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",E-commerce/маркетплейсы
pixhost.to,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
real-voyeur.org,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
hackingcameras.net,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
