error_category,events_count,users_count,example_message
"Выполнение действия CSharp OwnCode: Парсим мемы, постим на сервак. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 1] Индекс находи",3,1,"Выполнение действия CSharp OwnCode: Парсим мемы, постим на сервак. id: 4326cb17-8d39-427b-99d8-0853e43e0403 группы действий id: f4ece91f-b951-4142-8c68-2332cda71de2 [Строка: 245; Cтолбец: 1] Индекс находился вне границ м | Выполнение действия CSharp OwnCode: Парсим мемы, постим на сервак. id: 4326cb17-8d39-427b-99d8-0853e43e0403 группы действий id: f4ece91f-b951-4142-8c68-2332cda71de2 [Строка: 245; Cтолбец: 1] Индекс находился вне границ м"
执行动作 Db id: <id> 在动作组中: <id> Table 'zzbd330.ka_260222_dxz_000200' doesn't exist | MySql.Data.MySqlClient.MySqlException (0x80004005): Table ,3,1,执行动作 Db id: a8672401-baa8-4222-80fd-5d0c188746ec 在动作组中: 21802486-1c27-4554-835c-f037b78bd2f1 Table 'zzbd330.ka_260222_dxz_000200' doesn't exist | MySql.Data.MySqlClient.MySqlException (0x80004005): Table 'zzbd330.ka_2602 | 执行动作 Db id: a8672401-baa8-4222-80fd-5d0c188746ec 在动作组中: 21802486-1c27-4554-835c-f037b78bd2f1 Table 'zzbd330.ka_260222_dxz_000200' doesn't exist | MySql.Data.MySqlClient.MySqlException (0x80004005): Table 'zzbd330.ka_2602
Подпроект newAccs. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Но,3,1,Подпроект newAccs. Выполнение действия HtmlElement id: 876f347a-7da7-408b-9170-c906c96826ea группы действий id: de1470ba-0987-401f-a9ef-684e05b5dbd9 подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Нова папка\newAccs | Подпроект newAccs. Выполнение действия HtmlElement id: a642bb27-f4b3-4243-898b-c0f2704beb03 группы действий id: 8d66e6f5-da7e-4a4e-9556-9b8a5d646336 подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Нова папка\newAccs
Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Идентификатор профиля ZennoBrowser пустой | ZennoLab.ZennoPoster.Co,3,1,Выполнение действия WebBrowserSettings id: f3f34b96-1392-499a-8897-96217984906d группы действий id: 93302839-cbba-4ad1-9cdb-8a949378cb81 Идентификатор профиля ZennoBrowser пустой | ZennoLab.ZennoPoster.Core.Tasks.Threads | Выполнение действия WebBrowserSettings id: 491c6fee-4c07-42a3-a1b3-a5e81d0842f1 группы действий id: 6aee6b29-5b06-4147-9482-731cbe59e9db Идентификатор профиля ZennoBrowser пустой | ZennoLab.ZennoPoster.Core.Tasks.Threads
Выполнение действия Profile id: <id> группы действий id: <id> Ошибка при работе с профилем: Загружаемый профиль (Chrome) не соответствует те,3,1,Выполнение действия Profile id: 8ee9dc83-4d78-49bf-9652-6b686337e64c группы действий id: 725d4549-0386-464e-8c37-4e5fb4ab1261 Ошибка при работе с профилем: Загружаемый профиль (Chrome) не соответствует текущему браузеру  | Выполнение действия Profile id: 8ee9dc83-4d78-49bf-9652-6b686337e64c группы действий id: 725d4549-0386-464e-8c37-4e5fb4ab1261 Ошибка при работе с профилем: Загружаемый профиль (Chrome) не соответствует текущему браузеру 
Выполнение действия VariableOperations id: <id> группы действий id: <id> Переменная не число | System.FormatException: Input string was not ,3,1,Выполнение действия VariableOperations id: bd39fa93-fc32-47bf-83f8-54a9291b75a1 группы действий id: 8fbac285-93e6-4742-987e-22acc113705c Переменная не число | System.FormatException: Input string was not in a correct for | Выполнение действия VariableOperations id: bd39fa93-fc32-47bf-83f8-54a9291b75a1 группы действий id: 8fbac285-93e6-4742-987e-22acc113705c Переменная не число | System.FormatException: Input string was not in a correct for
Running the WebBrowserTab action id: <id> action group id: <id> Error accessing Instance.ActiveTab | System.Exception: Error accessing Insta,2,2,"Running the WebBrowserTab action id: 69d7c74c-3191-4236-b482-10b3d05967b1 action group id: 558fc341-85e9-474d-b649-82d7b5c8063f Error accessing Instance.ActiveTab | System.Exception: Error accessing Instance.ActiveTab
  | Running the WebBrowserTab action id: 7699ce03-b0e9-4822-a656-88f6d2298b95 action group id: 226d141c-ee62-45e2-8e28-994ebd2cb74b Error accessing Instance.ActiveTab | System.Exception: Error accessing Instance.ActiveTab
 "
Executing action WebBrowserExtensions id: <id> of action group id: <id> Extension are supported only in Chromium browser engine | System.Inv,2,2,Executing action WebBrowserExtensions id: 932ddc75-1201-4ed8-a389-1fa068ca8bc3 of action group id: 92e84ac5-e75e-40f9-9859-6aa1a1437622 Extension are supported only in Chromium browser engine | System.InvalidOperationExc | Executing action WebBrowserExtensions id: f32e7517-0363-433f-8d85-1dfa404ee07d of action group id: 8d625677-b85d-4d99-b897-14a7016b8ed6 Extension are supported only in Chromium browser engine | System.InvalidOperationExc
Выполнение действия ToTable Json/Xml id: <id> группы действий id: <id> Column name must be made from valid letters of English alphabet,2,2,"Выполнение действия ToTable Json/Xml id: 05e63aa5-a915-409e-a707-732c65cd6ccf группы действий id: cf9a339c-3955-4c70-8231-3900e596ae64 Column name must be made from valid letters of English alphabet.
Имя параметра: lett | Выполнение действия ToTable Json/Xml id: 1c804379-59d9-47ef-a5a3-c296894583ef группы действий id: 31a9f7b1-b813-47b3-85bf-61034972f9b1 Column name must be made from valid letters of English alphabet.
Имя параметра: lett"
Выполнение действия Table id: <id> группы действий id: <id> No such variable: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,2,2,Выполнение действия Table id: 10e854d9-035b-4f14-8713-22c02bfa057c группы действий id: a3c9d697-c24f-4280-8e7a-1f3a9552286d No such variable: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such va | Выполнение действия Table id: fa607836-3e16-4720-a9f5-feb0e0784da7 группы действий id: 6ac6b6dc-381c-409f-a806-e8dc08ee565d No such variable: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such va
Extension installer not found,2,2,执行 WebBrowserExtensions 动作 id: c14ea222-614c-4acf-94e8-46a523c67425  动作组id：9b3d0512-12fb-415e-9cc6-ddf9bb24c553 Extension installer not found! path: C:\Users\Administrator\Desktop\谷歌API\jio.crx | System.IO.FileNotFoundEx | Executing action WebBrowserExtensions id: 08809786-1cac-47d1-87a0-f0704576b6ba of action group id: db841447-ad30-45b9-90f2-7dec296d3aab Extension installer not found! path: \\Desktop-mdsif73\CTR-projekt\ctrFileProject\ex
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Поток находился в процессе прерывания,2,2,Выполнение действия CSharp OwnCode. id: 249d1e27-5dc1-4261-bd6a-78455f6a8bfa группы действий id: 5169cbf1-2d8a-40a9-81d0-ed9752fbe48b Поток находился в процессе прерывания. | Выполнение действия CSharp OwnCode. id: c44a1ac4-2d4f-45bf-ad55-f711508a4b4c группы действий id: 45287f06-c381-447d-9b80-44adc35fed07 Поток находился в процессе прерывания.
Executing the Start ZennoBrowser instance action id: <id> action group id: <id> Error launching ZennoBrowser profile (<id>): Can't connect t,2,2,Executing the Start ZennoBrowser instance action id: 6df3cfa6-4420-4909-a692-11a962209515 action group id: f090452c-b8e3-417c-a85e-216b78bb42b2 Error launching ZennoBrowser profile (C055B18A-6E62-46E6-AD19-A3F054A42105): | Executing the Start ZennoBrowser instance action id: 906fd329-0b22-43ee-9aa0-314debfcbe47 action group id: 3c7807da-6275-4fd1-b017-0c10df7b44b9 Error launching ZennoBrowser profile (5f037a09-2fc0-47e6-af6c-1876f9fb0562):
Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Некорректный формат. | System.Exception: Некорректный формат,2,2,"Выполнение действия WebBrowserSettings id: 26efa4d5-0e28-444c-9c5c-15ac56cf3baa группы действий id: 10a18ae7-6a47-421b-95ec-92bcfc2fb67d Некорректный формат. | System.Exception: Некорректный формат.
   в ZennoLab.ZennoP | Выполнение действия WebBrowserSettings id: dbf1522e-8260-4a69-90fa-2c84f6e63834 группы действий id: 6579102f-ea09-48fd-9ded-988473b6c956 Некорректный формат. | System.Exception: Некорректный формат.
   в ZennoLab.ZennoP"
Выполнение действия Swipe HtmlElement id: <id> группы действий id: <id> Please use CEF (Chrome) or Chromium engine for Touch component! | Sy,2,2,Выполнение действия Swipe HtmlElement id: 5dab55f1-cb10-485b-b71e-1a002c9a2063 группы действий id: cf7c235e-6a52-4d72-bbb7-89a6caa5cada Please use CEF (Chrome) or Chromium engine for Touch component! | System.Exception:  | Выполнение действия Swipe HtmlElement id: 1a986d47-1995-4c7e-8c4e-ae6f74f02742 группы действий id: 50bacbf9-9f29-4493-a529-376471134381 Please use CEF (Chrome) or Chromium engine for Touch component! | System.Exception: 
Access denied,2,2,"Выполнение действия Создать профили ZennoBrowser id: f1e91e96-8395-4ce5-a3b5-ec2ec42ffc0e группы действий id: fd1d3ccd-c286-4b1a-9f7d-2c1a192c563b {""ExceptionJson"":[""{\u0022$type\u0022:\u0022ZennoLab.Platform.Abstracts.E | Executing the Create ZennoBrowser profiles action id: cd4a8e5e-6119-4248-b937-db807aa9c028 action group id: 9251cdf1-8577-4b49-9b4e-bb302743b1e3 {""ExceptionJson"":[""{\u0022$type\u0022:\u0022ZennoLab.Platform.Abstracts.Exc"
